Nom,Endroit,Date,Valeur,Type subvention,Objectif,Observations
BC Cancer Agency,Vancouver (Colombie-Britannique) Canada,03/28/2007,"70 000,00 $",Subvention,"Les objectifs du projet sont les suivants : élaborer une base de données intégrée de surveillance du cancer pour la Colombie-Britannique en liant les ensembles de données de cette province afin de créer un modèle de travail pour la synthèse de ces données de surveillance; rédiger un document décrivant le processus, les problèmes techniques et les outils utilisés; distribuer ce modèle et ce rapport aux autres provinces afin de faciliter l'adoption de cette approche, particulièrement des registres provinciaux et territoriaux du cancer (RPTC) du pays, par l'entremise du Conseil canadien des registres du cancer (CCRC).",Déclaration tardive
BC Cancer Foundation,Vancouver (Colombie-Britannique) Canada,03/30/2007,"50 000,00 $",Subvention,"Les objectifs du projet sont les suivants : fournir l'occasion de renforcer les réseaux existants (mondiaux, nationaux, locaux); en apprendre davantage sur les approches dans cinq domaines problématiques clés [1) ressemblances et différences entre le contrôle des maladies chroniques et le traitement du cancer; 2) prévention du cancer – succès et défis de mise en œuvre; 3) nouvelles approches et technologies; 4) contrôle du cancer et résultats – utilisation d'indicateurs fondés sur des données probantes dans les systèmes de santé; 5) proposition de valeur – investissement dans un plan de contrôle du cancer basé sur la population] et faire la promotion de ces approches; fournir l'occasion d'explorer des méthodes avec lesquelles les pays riches pourraient aider les pays moins développés; mobiliser une communauté de pratique internationale afin de promouvoir le spectre du contrôle du cancer.",Déclaration tardive
British Columbia Ministry of Education,Victoria (Colombie-Britannique) Canada,02/20/2007,"500 000,00 $",Subvention,Le projet a pour objectifs de fournir un leadership et de faciliter l'adoption d'une approche globale et coordonnée de la santé en milieu scolaire en renforçant la capacité des secteurs de la santé et de l'éducation à collaborer entre eux.,Déclaration tardive
British Columbia Ministry of Health,Victoria (Colombie-Britannique) Canada,04/10/2007,"149 250,00 $",Subvention,"Le projet doit permettre de cerner des facteurs de risque ou des déterminants du diabète de type 2, du point de vue des patients. L'information ainsi obtenue appuiera la prise de décisions de santé publique en matière de prévention et de prise en charge du diabète.",
British Columbia Psychogeriatric Association,Prince George (Colombie-Britannique) Canada,03/30/2007,"200 000,00 $",Subvention,"Les objectifs du projet sont les suivants : définir les besoins en matière de santé mentale des personnes âgées atteintes d'un cancer ainsi que les obstacles à la satisfaction de ces besoins; déterminer de quelle façon les programmes et les politiques actuels en matière de cancer appuient les besoins en matière de santé mentale des aînés; élaborer et publier un cadre pour le soutien des aînés atteints d'un cancer axé sur les caractéristiques du système et de l'organisation ainsi que sur les facteurs et interventions psychosociaux et environnementaux; faciliter l'échange et l'application des connaissances; et, augmenter la sensibilisation aux besoins en matière de santé mentale des aînés atteints d'un cancer.",Déclaration tardive
Canadian AIDS Society,Ottawa (Ontario) Canada,06/12/2007,"1061 500,00 $",Contribution,"La Société canadienne du sida a pour mandat de servir de tribune et de porte-parole nationaux pour la lutte communautaire contre le VIH/sida. Elle défend les droits des personnes touchées par le VIH/sida, agit à titre de ressource pour ses organismes membres et coordonne la participation des collectivités à une stratégie nationale de lutte contre le VIH/sida. Le projet a pour objectif de fournir un soutien à l'échelle nationale aux organismes de services liés au sida et d'influer sur l'élaboration et la mise en oeuvre de stratégies nationales en matière de politiques, de communication et de renforcement des capacités dans le secteur bénévole.","Modification à l'octroi précédent de 986 500,00 $Financement"
"CancerCare Manitoba, Department of Epidemiology and Cancer Registry",Winnipeg (Manitoba) Canada,03/30/2007,"100 000,00 $",Subvention,"Action cancer Manitoba collaborera avec les registres provinciaux et territoriaux du cancer (RPTC) du Canada et le Conseil canadien des registres du cancer pour atteindre l'objectif principal du projet proposé, à savoir l'organisation de deux instituts régionaux de surveillance du cancer pour les membres de chaque RPTC. Les instituts de surveillance du cancer offriront de la formation ciblée en méthodes d'analyse et permettront aux membres des RPTC d'interagir, contribuant ainsi au développement d'une communauté de pratique. Les instituts aideront également à améliorer la compréhension de la capacité analytique actuelle de chaque registre ainsi que des exigences de chaque registre en matière de normes et de leur respect. Les normes nationales d'établissement des rapports en matière de surveillance du cancer sont importantes pour l'ensemble des provinces et des territoires afin de générer des statistiques de surveillance du cancer cohérentes, fiables et comparables.",Déclaration tardive
"CancerCare Manitoba, Department of Epidemiology and Cancer Registry",Winnipeg (Manitoba) Canada,03/30/2007,"80 000,00 $",Subvention,"L'objectif du projet est de créer un cadre d'assurance de la qualité des données pour établir la portée et les principes sur lesquels peut être fondé le programme de qualité des données du Registre canadien du cancer. Ce cadre s'inspirerait des cadres existants, tels que celui d'Action Cancer Ontario, de Statistique Canada, de la North American Association of Central Cancer Registries (NAACCR) et du registre de Surveillance, Epidemiology and End Results (SEER). Ce document serait examiné par le Comité de gestion de la qualité des données du Conseil canadien du registre des cancers (CCRC) et approuvé par les directeurs du CCRC.",Déclaration tardive
Centre de santé et de services sociaux Baie-des-Chaleurs,"Matapédia, Québec, Canada",05/29/2007,"71 030,00 $",Contribution,"Ce projet vise à améliorer, consolider et augmenter les compétences parentales chez les parents d'enfants vulnérables de 2 à 6 ans afin de prévenir les troubles de comportement, la négligence et ses conséquences à l'endroit des enfants de la municipalité régionale du comté d'Avignon.","Modification à l'octroi précédent de 35 515,00 $Financement,Durée"
Centre de santé et de services sociaux de la Côte-de-Gaspé,"Gaspé, Québec, Canada",04/24/2007,"75 410,00 $",Contribution,"L'organisme a mis en place le programme ""Découvrons ensemble"" qui comporte deux volets d'activités : les activités éducatives pour les enfants en garderie et les visites à domicile.","Modification à l'octroi précédent de 37 705,00 $Financement,Durée"
Centre de santé et de services sociaux Jeanne-Mance,"Montréal, Québec, Canada",04/02/2007,"56 728,00 $",Contribution,"Ce projet PCNP offre aux femmes enceintes vulnérables un suivi professionnel par une diététiste, une infirmière ou une travailleuse sociale. Lors des suivis, la femme enceinte est encouragée à porter une attention particulière à son alimentation et à modifier certaines habitudes de vie afin d'optimiser la santé de son bébé et de maintenir ou d'améliorer sa propre santé. Afin d'assurer un apport alimentaire minimal et pour soutenir ces femmes dans leur démarche, le projet offre des suppléments alimentaires tels que du lait, du jus d'orange, des oeufs et un supplément multivitaminique. Après l'accouchement, les intervenantes sont présentes auprès des nouveaux parents, entre autre, pour soutenir l'allaitement maternel et l'apprentissage de leur nouveau rôle afin d'assurer le développement de leur enfant.","Modification à l'octroi précédent de 28 364,00 $Financement,Durée"
Coalition canadienne pour la prévention et le contrôle de l'hypertension,Calgary (Alberta) Canada,04/10/2007,"99 375,00 $",Subvention,"Ce projet a pour objectif principal la création d'un réseau national de communication des connaissances entre les programmes communautaires et d'améliorer ainsi la prévention et le contrôle de l'hypertension. L'objectif secondaire est de lancer des noeuds de réseaux additionnels concernant les autres risques modifiables de maladies cardiovasculaires, en utilisant l'hypertension comme modèle.",
Coalition d'une vie active pour les aîne(e)s,Toronto (Ontario) Canada,02/09/2007,"84 000,00 $",Contribution,L'objectif du projet est de fournir aux personnes âgées un bilan des recherches actuelles et une fiche technique vulgarisant le rôle de l'activité physique dans la prévention du cancer ainsi que les avantages que procure l'activité physique pendant le traitement du cancer et après avoir survécu à cette maladie. Le bénéficiaire prévoit aussi organiser des consultations ou réunions partout au Canada afin d'inclure l'opinion des membres correspondants dans le but de définir les besoins communautaires et de fournir un outil de communication et de collaboration multiniveau pour la prise de décisions futures.,Déclaration tardive
Coalition des Communautés en Santé de l'Ontario,Toronto (Ontario) Canada,04/09/2007,"212 000,00 $",Subvention,"L'objectif de ce projet est de mieux faire connaître le lien qui existe entre la santé et l'aménagement du territoire et à appuyer ainsi la politique sur la santé publique. Les activités du projet comportent une évaluation des stratégies, des programmes et des pratiques liées à l'aménagement du territoire et aux milieux sains; cinq forums communautaires régionaux destinés aux responsables de l'aménagement du territoire et au public, portant sur la santé et l'environnement; trois ateliers communautaires visant à faciliter une collaboration approfondie en matière d'initiatives d'aménagement du territoire; du matériel de ressources et la prestation de soutien facilité pour la planification des initiatives communautaires liées à l'environnement; et en un rapport sur les pratiques exemplaires inhérentes aux activités du projet.",
Consortium conjoint pour les écoles en santé,Victoria (Colombie-Britannique) Canada,04/23/2007,"124 425,00 $",Subvention,"Les objectifs du projet sont les suivants : concevoir un instrument pancanadien destiné aux écoles afin qu'elles effectuent une évaluation de leur « état de santé », et établir les facteurs de risque des maladies chroniques.  À la fin du projet, les sources potentielles de données pour la surveillance des maladies chroniques à l'échelle pancanadienne seront accrues. Le projet permettra également de cerner les éléments allant à l'encontre ou en faveur de l'utilisation de l'outil d'évaluation de la santé en milieu scolaire dans le cadre de la surveillance pancanadienne des maladies chroniques dans les établissements scolaires.",
Consortium international sur les thérapies antivirales,Peterborough (Ontario) Canada,03/16/2007,"2000 000,00 $",Subvention,"Le projet vise à améliorer la préparation en vue d'une pandémie par l'identification, l'évaluation et la mise au point des antigrippaux potentiels, et particulièrement les composés bon marché administrés par voie orale qui sont efficaces contre le virus de la grippe résistant aux thérapies habituelles.",Déclaration tardive
6e Jour Inc. (Centre Marie-Ève),"Saint-Eustache, Québec, Canada",03/21/2007,"135 642,00 $",Contribution,"Les objectifs de ce projet sont de compléter et d'appuyer l'intervention du Centre local de services communautaires (CLSC) en favorisant une plus grande accessibilité aux services. Ceci se fera par l'élaboration d'activités de démarchage et d'accompagnement, et l'organisation d'un service de distribution de suppléments alimentaires et d'activités pratiques en nutrition. Le suivi professionel complet sera réalisé conjointement par le CLSC et le Centre Marie-Evè.","Modification à l'octroi précédent de 68 441,00 $Financement,Durée"
Access Alliance Multicultural Community Health Centre,Toronto (Ontario) Canada,03/14/2007,"76 619,00 $",Subvention,"Ce projet s'attaquera à l'obésité infantile et fera la promotion des poids santé auprès des familles ayant des enfants de 8 à 10 ans, afin de réduire l'incidence du diabète de type 2, tout spécialement aux populations à risque (pauvres, ménages à faible revenu, réfugiés et immigrants). Pour ce faire, on leur fera pratiquer des activités physiques familiales et on leur donnera des séances d'éducation et des cours de cuisine.",
Al Ritchie Community Association,Regina (Saskatchewan) Canada,03/05/2007,"45 941,00 $",Subvention,"Le programme de sensibilisation au diabète et de prévention Al Ritchie offrira des services et des programmes aux familles à risque de développer le diabète de type 2 et sera axé principalement sur les enfants. Il permettra à ces derniers de s'instruire sur la nutrition et les habitudes de vie à prendre en vue de prévenir le diabète de type 2 grâce à des activités pratiques d'apprentissage. Les séances d'alphabétisation « Come Read with Me » (viens lire avec moi) favorisent l'alphabétisation familiale et permettent aux parents de comprendre le bienfait des aliments sains et de faire les bons choix pour leur famille. Par ailleurs, des cours sur le jardinage et la cuisine dans la collectivité aident les parents à acquérir les compétences nécessaires pour préparer des repas santé à un coût abordable.",
Alberta Health and Wellness,"Edmonton, Alberta, Canada",01/19/2007,"141 500,00 $",Subvention,"Les objectifs de ce projet consistent à renforcer la capacité en matière de surveillance du diabète au sein des provinces et des territoires, en établissant des liens entre les données provenant du registre de l'assurance maladie, du fichier de facturation des médecins et du fichier des hôpitaux, et à utiliser les bases de données administratives jumelées pour obtenir de l'information sur le diabète au sein de la population.","Modification à l'octroi précédent de 69 000,00 $Financement"
Alberta Native Friendship Centres Association,Edmonton (Alberta) Canada,10/19/2006,"87 661,00 $",Contribution,Le projet vise à améliorer les initiatives régionales de renforcement des capacités des programmes communautaires destinés aux Autochtones vivant hors des réserves. L'organisation atteindra cet objectif grâce à la création d'une base de données sur les ressources propres aux Autochtones et d'un site Internet sur le VIH/sida à l'intention des Autochtones atteints du VIH/sida; à l'organisation d'une campagne de promotion; à la formation d'un comité consultatif sur la guérison traditionnelle et autres renseignements adaptés à la culture en vue de leur diffusion;  ainsi que grâce à l'élaboration de séances de formation sur l'utilisation des ressources.,Déclaration tardive
Association acadienne et francophone des aînées et aînés du Nouveau-Brunswick,Richibucto (Nouveau-Brunswick) Canada,03/05/2007,"50 000,00 $",Subvention,Ce projet sensibilisera les aînés francophones sur le diabète de type 2 par le biais de 12 forums santé offerts dans l'ensemble du Nouveau-Brunswick. Une participation de près de 200 aînés est prévue à chacun des forums qui mettront l'accent sur la sensibilisation et la prévention du diabète. Les parties éducatives du forum santé seront enregistrées sur DVD pour être distribuées par les organismes d'aînés.,
Association Canadienne de santé publique,Ottawa (Ontario) Canada,03/07/2007,"298 240,00 $",Subvention,"Accroître la collaboration entre les intervenants en matière de diabète, notamment les organismes de santé publique et de soins de santé primaires, et les organismes gouvernementaux et non gouvernementaux;  accroître la connaissance de la capacité du système de prévenir et de gérer les maladies chroniques;  et promouvoir une approche systémique pour la prévention des maladies chroniques.",
Association canadienne des infirmières et infirmiers en santé communautaire,Toronto (Ontario) Canada,03/19/2007,"124 850,00 $",Contribution,"Le projet porte sur les lacunes clés dans la planification de l'effectif de la santé publique dont il est question dans le Cadre pancanadien pour la planification des ressources humaines en santé publique. Comme il forme le groupe professionnel le plus important de l'effectif de la santé publique, le personnel infirmier en santé communautaire constitue un groupe clé à appuyer. Le projet contribuera à la formation continue des travailleurs de la santé publique, grâce à la production d'une trousse d'outils qui facilitera la collaboration entre les organisations et le personnel infirmier en santé communautaire visant à accroître l'utilisation de normes de pratique fondées sur les compétences.",Financement pluriannuel
Association canadienne du diabète,Toronto (Ontario) Canada,02/28/2007,"300 000,00 $",Subvention,Accroître la connaissance et la capacité d'appliquer des pratiques exemplaires et prometteuses d'éducation sur le diabète chez les professionnels des soins de santé oeuvrant dans ce domaine.,
Association des épidémiologistes de la santé publique dans l'Ontario,Newmarket (Ontario) Canada,03/06/2007,"125 700,00 $",Contribution,"Le projet porte sur les lacunes clés en matière de capacité de l'effectif de la santé publique à utiliser les données locales pour l'amélioration de la pratique, de la formation et des connaissances. Le projet cible directement les compétences de base afin de recueillir des données primaires ou secondaires précises de nature quantitative et qualitative sur les questions de santé publique, en assurant l'accès à un logiciel de gestion et d'analyse des données et à une formation pertinente sur ce logiciel, en complément du système pancanadien de surveillance en cours d'élaboration par Inforoute Santé du Canada Inc.",Financement pluriannuel
Association Multiculturelle Francophone de l'Alberta,Edmonton (Alberta) Canada,03/01/2007,"90 040,00 $",Subvention,Ce projet vise à réduire le risque de développer le diabète de type 2 dans les communautés multiculturelles francophones de Brooks et de Medicine Hat par la sensibilisation à cette maladie et à ses facteurs de risque; par un meilleur accès à des ressources et activités adaptés sur les plans culturel et linguistique; ainsi que par le renforcement de la capacité des membres de la communauté à adopter des modes de vie sains. Les activités prévues comprennent : l'élaboration et l'administration d'un questionnaire destiné à identifier les personnes touchées par le diabète de type 2 et celles qui sont le plus à risque de développer la maladie dans les deux collectivités cibles; et la formation de professionnels de la santé et de bénévoles en vue de soutenir efficacement les communautés dans la planification et la mise en œuvre d'occasions de vie saine adaptées à leur culture et à leur langue.,
British Columbia Ministry of Health Services,"Victoria, Colonbie Britanique, Canada",01/17/2007,"176 850,00 $",Subvention,"Les objectifs de ce projet consistent à renforcer la capacité en matière de surveillance du diabète au sein des provinces et des territoires, en établissant des liens entre les données provenant du registre de l'assurance maladie, du fichier de facturation des médecins et des hôpitaux et à utiliser les bases de données administratives jumelées pour obtenir de l'information sur le diabète au sein de la population.","Modification à l'octroi précédent de 86 250,00 $Financement"
Calgary Health Trust,Calgary (Alberta) Canada,03/02/2007,"106 000,00 $",Subvention,"Le projet a pour but l'élaboration d'un programme communautaire adapté à la culture des Calgariennes d'origine indo-asiatique en vue de prévenir le diabète chez les accouchées ayant eu un diagnostic de diabète sucré de la grossesse (DSG). En collaboration avec des leaders communautaires indo-asiatiques, des professionnels de la santé et des membres de la communauté formés à cette fin, les femmes ayant des antécédents de DSG participeront activement à la planification et à la mise en œuvre des activités. Au moins quatre participantes seront formées à titre de leaders non professionnelles afin de diriger des activités consistant par exemple à visiter des épiceries, à mettre sur pied des cuisines collectives et à trouver des occasions de vie active adaptées à la culture. On produira également des ressources adaptées sur la prévention et le contrôle du diabète de type 2 et du DSG.",
Canadian Aboriginal AIDS Network Inc. (CAAN),Ottawa (Ontario) Canada,03/06/2007,"1002 750,00 $",Contribution,"Le Réseau canadien autochtone du sida assure un leadership et fournit des services de soutien et de défense des droits aux Autochtones atteints du VIH/sida ou qui sont touchés par cette maladie, peu importe l'endroit où ils habitent. Le projet vise à fournir à l'échelle nationale un soutien aux organismes de services liés au sida et à s'assurer que l'on tient compte des besoins des communautés autochtones dans les politiques nationales et dans les stratégies de communication et de renforcement des capacités relatives au VIH/sida dans l'ensemble du secteur bénévole.","Modification à l'octroi précédent de 972 750,00 $Financement"
Canadian AIDS Society,Ottawa (Ontario) Canada,02/16/2007,"921 500,00 $",Contribution,"La Société canadienne du sida a pour mandat de servir de tribune et de porte-parole nationaux pour la lutte communautaire contre le VIH/sida. Elle défend les droits des personnes touchées par le VIH/sida, agit à titre de ressource pour ses organismes membres et coordonne la participation des collectivités à une stratégie nationale de lutte contre le VIH/sida. Le projet a pour objectif de fournir un soutien à l'échelle nationale aux organismes de services liés au sida et d'influer sur l'élaboration et la mise en oeuvre de stratégies nationales en matière de politiques, de communication et de renforcement des capacités dans le secteur bénévole.","Modification à l'octroi précédent de 856 500,00 $Financement"
Canadian AIDS Society,Ottawa (Ontario) Canada,03/28/2007,"986 500,00 $",Contribution,"La Société canadienne du sida a pour mandat de servir de tribune et de porte-parole nationaux pour la lutte communautaire contre le VIH/sida. Elle défend les droits des personnes touchées par le VIH/sida, agit à titre de ressource pour ses organismes membres et coordonne la participation des collectivités à une stratégie nationale de lutte contre le VIH/sida. Le projet a pour objectif de fournir un soutien à l'échelle nationale aux organismes de services liés au sida et d'influer sur l'élaboration et la mise en oeuvre de stratégies nationales en matière de politiques, de communication et de renforcement des capacités dans le secteur bénévole.","Modification à l'octroi précédent de 921 500,00 $Financement"
Canadian Treatment Action Council (CTAC),Toronto (Ontario) Canada,02/21/2007,"369 200,00 $",Contribution,Le projet vise à améliorer l'élaboration de politiques nationales sur le VIH/sida portant précisément sur les problèmes d'accès aux traitements. Cet objectif cadre avec celui du Fonds national pour l'intervention du secteur bénévole dans le domaine de la lutte contre le VIH/sida à savoir soutenir l'intervention efficace du secteur bénévole dans le domaine de la lutte contre le VIH/sida au Canada.,"Modification à l'octroi précédent de 342 000,00 $Financement"
Canadian Working Group on HIV and Rehabilitation (CWGHR),Toronto (Ontario) Canada,02/21/2007,"315 900,00 $",Contribution,"Le Groupe de travail canadien sur le VIH et la réinsertion est un organisme national sans but lucratif qui touche à de nombreux secteurs et disciplines. Son mandat comprend les trois principaux secteurs suivants : coordonner une intervention nationale globale à l'égard des problèmes de réinsertion sociale dans le contexte du VIH; faciliter et entreprendre des activités de recherche et de sensibilisation relativement à la réinsertion dans le contexte du VIH grâce à des partenariats intersectoriels et multidisciplinaires; et fournir une expertise et des conseils sur les politiques et les programmes en matière de réinsertion qui touchent les personnes atteintes du VIH et leur communauté. Le projet met plus particulièrement l'accent sur la coordination des politiques, des programmes et des services chez les intervenants ainsi que sur l'élaboration de lignes directrices sur les pratiques exemplaires en matière de VIH pour les professionnels de la réinsertion.","Modification à l'octroi précédent de 256 500,00 $Financement"
Cape Breton University; School of Education; Health and Wellness,Sydney (Nouvelle-Écosse) Canada,03/12/2007,"29 763,00 $",Subvention,"Ce projet vise à inciter la participation des jeunes au travail effectué par le Cape Breton Community Partnership on Drug Abuse («Partenariat communautaire du Cap-Breton sur l'abus de drogues»). Le partenariat cernera les pratiques exemplaires favorisant la participation des jeunes;  travaillera avec des jeunes pour les amener à mieux comprendre le processus d'élaboration des politiques;  et créera un comité <<voix des jeunes>> qui contribuera au travail d'élaboration des politiques en cours sur la prévention, l'éducation, le traitement et la criminalité attribuable à l'usage de drogues.",
Carrefour Naissance-Famille du Bas-Richelieu,"Sorel-Tracy, Québec, Canada",03/22/2007,"102 559,00 $",Contribution,"Le projet « Ensemble vers une culture d'allaitement » a pour objectif de contribuer à augmenter le taux et la durée de l'allaitement maternel dans la région de la Montérégie, en particulier en milieu défavorisé. Le projet soutiendra l'action de 22 organismes communautaires de la région qui offrent des services en allaitement.","Modification à l'octroi précédent de 52 559,00 $Financement,Durée"
AIDS Calgary Awareness Association,Calgary (Alberta) Canada,12/04/2006,"55 300,00 $",Contribution,"Près de 200 professionnels des addictions, du travail social, de la santé publique et de l'application de la loi ainsi que 100 membres du public en situation à risque pour ce qui est de l'hépatite C assisteront à cette édition de la Conférence sur la réduction des méfaits en Alberta. Les délégués amélioreront leurs connaissances et leurs compétences dans le domaine de la prévention de l'hépatite C et du VIH ainsi que du soutien et des pratiques exemplaires correspondantes. Les personnes les plus vulnérables à l'hépatite C et au VIH recevront un soutien vers des choix plus sains et les professionnels pourront établir de nouveaux liens avec divers partenaires.",
Association pour la santé publique du Québec,Montréal (Québec) Canada,10/03/2006,"50 000,00 $",Subvention,"Les Journées annuelles de santé publique (JASP) constituent un lieu de formation continue et de réseautage pour l'ensemble des intervenants en santé publique et rejoignent annuellement plus de mille participants. L'édition 2006, sous l'égide d'un consortium québécois en santé dont l'Association de santé publique du Québec, présente treize symposiums de même qu'une journée consacrée au 20e anniversaire de la Charte d'Ottawa pour la promotion de la santé.  D'envergure internationale, les JASP invitent les intervenants canadiens et des autres pays à venir partager leurs connsaissances dans différents domaines de la santé publique.",
Bureau Local d'Intervention Traitant du Sida (B.L.I.T.S.),Victoriaville (Québec) Canada,10/02/2006,"85 000,00 $",Contribution,"Campagne de compassion envers les PVVIH/Sida du Centre du Québec afin de sensibiliser la population à la réalité des PVVIH; leur permettre d'acquérir des connaissances permettant de diminuer la peur de l'infection au VIH et favoriser ainsi la prévention des ITSS; et développer la tolérance et l'acceptation des PVVIH/Sida.  La campagne vise aussi à développer des outils durables visant à promouvoir la compassion et la solidarité envers les PVVIH, et à lutter contre le stigmate et la discrimination.",
Coalition des organismes communautaires québécois de lutte contre le sida (COCQ-SIDA),Montréal (Québec) Canada,10/02/2006,"43 248,00 $",Contribution,"Ce vaste projet de partenariat provincial vise à modifier les procédures, les règles, les règlements ou les lois concernant l'employabilité des PVVIH avec une maladie chronique évolutive.  Le projet se réalisera par la création d'une table multi-sectorielle de concertation regroupant les ministères provinciaux, les organismes d'assurance, les groupes patronaux et syndicaux concernés par les politiques du travail au Québec.",
Comité des personnes atteintes du VIH du Québec (CPAVIH),Montréal (Québec) Canada,10/10/2006,"36 248,00 $",Contribution,"Le projet veut rejoindre les détenus des 12 pénitenciers fédéraux et les ex-détenus par l'entremise des maisons de transition et veut impliquer les diverses ressources pour le soutien des détenus à leur sortie. Les objectifs visent à démontrer la pertinence d'un continuum de services prévention/support communautaires adéquat auprès des détenus séropositifs à leur sortie dans le maintien de leur qualité de vie. Des ateliers de formation, d'information et de développement de trousses d'information sont prévus.",
Commission de la santé et des services sociaux des Premières Nations du Québec et du Labrador,Québec (Québec) Canada,10/02/2006,"80 000,00 $",Contribution,Le projet veut rejoindre spécifiquement les détenus autochtones de 10 établissements fédéraux. Les objectifs visent à améliorer les connaissances des autochtones détenus concernant le VIH et le VHC et créer des opportunités d'échange entre les individus et les intervenants. Des ateliers en prévention adaptés à la réalité culturelle autochtone (contes et légendes) seront offerts à l'intérieur duquel l'implication des individus est prévue. Des outils adaptés seront aussi développés.,
Commission de la santé et des services sociaux des Premières Nations du Québec et du Labrador (CSSSPNQL),Québec (Québec) Canada,10/02/2006,"80 000,00 $",Contribution,"Créer une occasion de rencontre et de réseautage entre les intervenants des organismes VIH/Sida, des organismes de santé et autres services communautaires avec les intervenants en santé communautaire et infirmières des communautés autochtones. Milieux visés : Val d'or, Gaspésie, Trois-Rivières, Sept-Iles, Chibougamau, Montréal.",
Direction de la prévention clinique et de la biovigilance,Québec (Québec) Canada,11/30/2006,"580 000,00 $",Contribution,"L'objectif global de ce projet est de développer/améliorer la déclaration des incidents néfastes liés aux transfusions au niveau provincial et de partager cette information avec l'Agence de santé publique du Canada, de façon à permettre l'analyse des données et l'évaluation des risques transfusionnels au niveau national.",
Femmes Autochtones du Québec (F.A.Q.),Kahnawake (Québec) Canada,10/02/2006,"105 000,00 $",Contribution,Programme de 6 ateliers sur la santé sexuelle pour les femmes autochtones victimes de violence. Former les intervenantes des maisons d'hébergement autochtones sur la sexualité et dispenser les ateliers auprès des femmes autochtones hébergées. Les maisons d'hébergement visées sont situées partout au Québec où il y a des communautés autochtones offrant ce service aux femmes.,
Fondation Canadienne Du Foie Région de l'Alberta,Calgary (Alberta) Canada,11/16/2006,"28 000,00 $",Contribution,"Ce projet consistera à mettre à jour et à améliorer la trousse d'information sur la réduction des méfaits destinée aux professionnels, une trousse qui explique aux praticiens comment ils peuvent soutenir les toxicomanes et contribuer à prévenir les comportements à risque au sein de cette population, afin de refléter les nouvelles approches en matière de prévention et la diversification des professions axées sur la toxicomanie.  Les activitée comprennent notamment : mise à l'essai auprès de groupes de professionnels du contenu et de la conception de la trousse d'information;  conception et rédaction de l'ébauche d'une nouvelle trousse;  collecte des commentaires des intervenants et des professionnels concernant cette ébauche;  révision et impression de la trousse d'information;  et préparation d'un questionnaire de rétroaction visant à mesurer l'impact de la trousse.",
Manitoba Health,Winnipeg (Manitoba) Canada,08/25/2006,"180 000,00 $",Contribution,"L'objectif global de ce projet est de développer/améliorer la déclaration des incidents néfastes liés aux transfusions au niveau provincial et de partager l'information avec l'Agence de santé publique du Canada.  L'information sur les incidents néfastes et d'autres données provinciales appropriées (c.-à-d. enregistrement central de transfusion) aideront l'ASPC à mener l'analyse de données et l'évaluation de risque au niveau national.  Le niveau d'information qui sera transféré à l'ASPC sera basé sur la proposition développée par le groupe de travail impliqué dans le projet de surveillance.  Cependant, l'information partagée en ce qui concerne l'enregistrement central de transfusion doit être approuvée par le ministère de la Santé provincial et être employée selon la Liberté d'acte de protection de l'information et d'intimité du Manitoba.",Déclaration tardive
Ministère de la santé de l'Alberta,Edmonton (Alberta) Canada,12/08/2006,"200 000,00 $",Contribution,Le but de ce projet est de mettre en application le Système de surveillance des incidents transfusionnels (SSIT) en Alberta au sein de la Capitale de la santé et la région du nord de sorte que des données concernant des incidents néfastes liés aux transfusions puissent être exportées vers l'Agence de santé publique du Canada sur une base trimestrielle.,
Ministère de la santé et services de la communauté du Terre-Neuve et Labrador,St. John's (Terre-Neuve - Labrador) Canada,09/28/2006,"100 000,00 $",Contribution,L'objectif global de ce projet est de développer la déclaration des incidents néfastes liés aux transfusions au niveau provincial et de partager l'information avec ASPC.  L'information sur les incidents néfastes et d'autres données provinciales appropriées aideront l'ASPC à mener l'analyse de données et l'évaluation de risque au niveau national.,Déclaration tardive
Ministère des services de santé de la Colombie britannique,Victoria (Colombie-Britannique) Canada,08/25/2006,"580 000,00 $",Contribution,"L'objectif global de ce projet est de développer/améliorer la déclaration des incidents néfastes liés aux transfusions au niveau provincial et de partager l'information avec l'ASPC.  L'information sur les incidents néfastes et d'autres données provinciales appropriées (c.-à-d. enregistrement central de transfusion) aideront l'Agence à mener l'analyse de données et l'évaluation de risque au niveau national.  Cependant, l'information partagée en ce qui concerne l'enregistrement central de tranfusion doit être approuvée par le ministère de la santé provincial et être employée selon la Liberté d'acte de protection de l'information et d'intimité de la Colombie-Britannique.",Déclaration tardive
New Brunswick Ministry of Health and Wellness,Fredericton (Nouveau-Brunswick) Canada,09/08/2006,"120 000,00 $",Contribution,Le but du projet du SSIT du Nouveau Brunswick est de continuer le développement d'un système de surveillance pour les incidents néfastes liés à l'administration du sang et des produits du sang dans les hôpitaux du Nouveau-Brunswick faisant partie du SSIT national.,Déclaration tardive
Nova Scotia Department of Health,Halifax (Nouvelle-Écosse) Canada,08/25/2006,"380 000,00 $",Contribution,Les objectifs de ce projet sont de maintenir une base de données centrale et d'exporter la publication trimestrielle de données à l'ASPC y compris des données correspondantes de dénominateur; augmenter l'utilisation de SSIT en Nouvelle-Écosse pour la déclaration des incidents néfastes; et pour augmenter la surveillance pour inclure la déclaration des erreurs principales de transfusion.,Déclaration tardive
